class,method,descriptor,tier,orig_insn_count,recomp_insn_count,insn_diff,category,description,first_diff_idx,orig_context,recomp_context
zombie/network/ServerMap,getRandomSquareFromCell,(II)Lzombie/iso/IsoGridSquare;,SORTED_MULTISET,66,68,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'aconst_null': 1, 'astore': 1}",3,   1: iload_1  |    2: iload_2  | >>>3: invokevirtual #261 |    6: iload_1  |    7: istore_3 ,   1: iload_1  |    2: iload_2  | >>>3: invokevirtual #259 |    6: iload_1  |    7: istore_3 
zombie/network/ServerWorldDatabase,changePwd,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Ljava/lang/String;,STRUCTURAL,53,49,-4,COUNT_DIFF_-4,"Instruction count diff=-4, goto diff=+0, return diff=+0",0,>>>0: aload_3  |    1: astore 4 |    3: aload_2 ,>>>0: aload_0  |    1: getfield #25 |    4: ldc_w #724
zombie/network/chat/ChatServer,processMessageFromPlayerPacket,(Ljava/nio/ByteBuffer;)V,FUZZY_COMPUTATION,47,45,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload_3': 1, 'monitorexit': 1, 'return': 3}",1,   0: aload_1  | >>>1: invokevirtual #294 |    4: istore_2  |    5: getstatic #100,   0: aload_1  | >>>1: invokevirtual #292 |    4: istore_2  |    5: getstatic #100
zombie/network/chat/ChatServer,removeFactionChat,(Ljava/lang/String;)V,SORTED_MULTISET,54,56,2,COUNT_DIFF_+4,"Instruction count diff=+4, goto diff=+4, return diff=-4",2,"   0: getstatic #35 |    3: aload_1  | >>>4: invokedynamic #478,  0 |    9: ldc #41 |    11: invokevirtual #43","   0: getstatic #35 |    3: aload_1  | >>>4: invokedynamic #476,  0 |    9: ldc #41 |    11: invokevirtual #43"
zombie/network/chat/ChatServer,removeSafehouseChat,(Ljava/lang/String;)V,SORTED_MULTISET,54,56,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'iconst_0': 1, 'istore_2': 1, 'goto': 4}",2,"   0: getstatic #35 |    3: aload_1  | >>>4: invokedynamic #484,  0 |    9: ldc #41 |    11: invokevirtual #43","   0: getstatic #35 |    3: aload_1  | >>>4: invokedynamic #482,  0 |    9: ldc #41 |    11: invokevirtual #43"
zombie/network/packets/EventPacket,set,(Lzombie/characters/IsoPlayer;Ljava/lang/String;)Z,STRUCTURAL,413,412,-1,ORIG_EXTRA_INSN,"Original has extra: 960, 960, 960",67,   121: iload 6 |    123: iload 5 | >>>125: if_icmpge 1018 |    128: aload 4 |    130: iload 6,   121: iload 6 |    123: iload 5 | >>>125: if_icmpge 1015 |    128: aload 4 |    130: iload 6
zombie/network/packets/StopSoundPacket,process,()V,STRUCTURAL,43,42,-1,ORIG_EXTRA_RETURN,Original has extra return,10,   17: astore_2  |    18: aload_2  | >>>19: ifnull 56 |    22: aload_0  |    23: getfield #24,   17: astore_2  |    18: aload_2  | >>>19: ifnull 58 |    22: aload_0  |    23: getfield #24
zombie/popman/LoadedAreas,isOnEdge,(II)Z,STRUCTURAL,129,129,0,BRANCH_INV_RESTRUCTURED,1 inv + 13 other opcode diffs (block reorder),26,   36: iload_3  |    37: aload_0  | >>>38: getfield #147 |    41: if_icmpge 201 |    44: iload_3 ,   36: iload_3  |    37: aload_0  | >>>38: getfield #145 |    41: if_icmpge 201 |    44: iload_3 
zombie/popman/MPDebugInfo,serverPacket,(Ljava/nio/ByteBuffer;Lzombie/core/raknet/UdpConnection;)V,STRUCTURAL,276,275,-1,ORIG_EXTRA_RETURN,Original has extra return,0,>>>0: getstatic #192 |    3: ifne 7 |    6: return ,>>>0: getstatic #188 |    3: ifne 7 |    6: return 
zombie/popman/NetworkZombiePacker,getZombieData,(Lzombie/core/raknet/UdpConnection;Ljava/nio/ByteBuffer;)I,STRUCTURAL,110,111,1,BRANCH_INV_RESTRUCTURED,1 inv + 44 other opcode diffs (block reorder),1,   0: aload_2  | >>>1: invokevirtual #312 |    4: istore_3  |    5: aload_2 ,   0: aload_2  | >>>1: invokevirtual #310 |    4: istore_3  |    5: aload_2 
zombie/popman/NetworkZombieSimulator,added,()V,STRUCTURAL,71,71,0,OPCODE_DIFF,12 opcode differences: #10 invokevirtual->invokeinterface; #13 invokevirtual->invokeinterface; #47 astore_3->astore_2,10,"   16: astore_2  |    17: aload_2  | >>>18: invokeinterface #144,  1 |    23: ifeq 94 |    26: aload_2 ",   16: astore_2  |    17: aload_2  | >>>18: invokevirtual #144 |    21: ifeq 90 |    24: aload_2 
zombie/profanity/ProfanityFilter,filterString,(Ljava/lang/String;)Ljava/lang/String;,STRUCTURAL,77,73,-4,COUNT_DIFF_-4,"Instruction count diff=-4, goto diff=+0, return diff=+0",2,   0: aload_0  |    1: getfield #21 | >>>4: ifeq 161 |    7: aload_0  |    8: getfield #75,   0: aload_0  |    1: getfield #21 | >>>4: ifeq 157 |    7: aload_0  |    8: getfield #75
zombie/radio/RadioDebugConsole,update,()V,STRUCTURAL,66,65,-1,ORIG_EXTRA_2,"Original has 2 extra insns: {'astore_3': 1, 'aload_3': 2, 'astore': 1, 'aload': 4, 'istore_2': 1, 'iload_2': 3, '206': 1, '203': 1, 'goto': 2}",0,>>>0: invokestatic #70 |    3: invokevirtual #76 |    6: astore_1 ,>>>0: invokestatic #68 |    3: invokevirtual #74 |    6: astore_1 
zombie/radio/RadioXmlReader,LoadTranslatorNames,(Ljava/lang/String;)Ljava/util/ArrayList;,STRUCTURAL,37,35,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload_1': 1, 'astore': 1}",28,   53: aload_3  |    54: invokevirtual #158 | >>>57: aload_1  |    58: astore 4 |    60: getstatic #134,   53: aload_3  |    54: invokevirtual #158 | >>>57: getstatic #134 |    60: ldc #166 |    62: invokestatic #142
zombie/radio/RadioXmlReader,createGlobal,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)Lzombie/radio/globals/RadioGlobal;,STRUCTURAL,50,50,0,BRANCH_INV_RESTRUCTURED,1 inv + 45 other opcode diffs (block reorder),1,   0: aload_1  | >>>1: ifnull 12 |    4: aload_2  |    5: ifnull 12,   0: aload_1  | >>>1: ifnull 123 |    4: aload_2  |    5: ifnull 123
zombie/radio/RadioXmlReader,readTranslatorNames,(Ljava/lang/String;)Ljava/util/ArrayList;,SORTED_MULTISET,80,81,1,BRANCH_TARGET_DIFF,1 branch targets differ: #92 goto 237 vs 243,92,   227: pop  |    228: goto 180 | >>>231: goto 237 |    234: goto 135 |    237: goto 243,   227: pop  |    228: goto 180 | >>>231: goto 243 |    234: goto 135 |    237: goto 243
zombie/radio/StorySounds/SLSoundManager,updateKeys,()V,STRUCTURAL,38,37,-1,ORIG_EXTRA_2,"Original has 2 extra insns: {'astore_2': 1, 'aload_2': 2, 'astore_3': 1, 'aload_3': 4, 'istore_1': 1, 'iload_1': 3, '153': 1, '150': 1, 'goto': 2}",2,"   0: aload_0  |    1: getfield #17 | >>>4: invokevirtual #174 |    7: invokeinterface #178,  1 |    12: astore_2 ","   0: aload_0  |    1: getfield #17 | >>>4: invokevirtual #172 |    7: invokeinterface #176,  1 |    12: astore_1 "
zombie/radio/ZomboidRadio,Init,(I)V,STRUCTURAL,239,239,0,COUNT_DIFF_-4,"Instruction count diff=-4, goto diff=+1, return diff=-2",1,   0: iconst_0  | >>>1: putstatic #217 |    4: iconst_0  |    5: istore_2 ,   0: iconst_0  | >>>1: putstatic #215 |    4: iconst_0  |    5: istore_2 
zombie/radio/ZomboidRadio,Load,()Z,SORTED_MULTISET,153,161,8,BLOCK_REORDER,"Likely block reorder (sim=96.9%), added={'iconst_0': 1, 'ireturn': 1, 'istore': 2, 'iload_1': 1, 'iload': 1}, removed={}",3,   1: istore_1  |    2: aload_0  | >>>3: invokevirtual #257 |    6: astore_2  |    7: aload_2 ,   1: istore_1  |    2: aload_0  | >>>3: invokevirtual #255 |    6: astore_2  |    7: aload_2 
zombie/radio/devices/DeviceData,sendDeviceDataStatePacket,(Lzombie/core/raknet/UdpConnection;S)V,STRUCTURAL,244,243,-1,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=-1, return diff=+0",1,   0: aload_1  | >>>1: invokevirtual #714 |    4: astore_3  |    5: getstatic #718,   0: aload_1  | >>>1: invokevirtual #712 |    4: astore_3  |    5: getstatic #716
zombie/radio/devices/DeviceData,receiveDeviceDataStatePacket,(Ljava/nio/ByteBuffer;Lzombie/core/raknet/UdpConnection;)V,SORTED_MULTISET,335,335,0,BRANCH_INV_RESTRUCTURED,1 inv + 206 other opcode diffs (block reorder),0,>>>0: getstatic #598 |    3: ifne 13 |    6: getstatic #522,>>>0: getstatic #596 |    3: ifne 12 |    6: getstatic #520
zombie/randomizedWorld/randomizedBuilding/RBBasic,generateCounterClutter,(Lzombie/iso/IsoDirections;Lzombie/iso/IsoObject;Lzombie/iso/IsoGridSquare;Ljava/util/HashMap;)V,STRUCTURAL,330,330,0,ORIG_EXTRA_INSN,"Original has extra: goto, 264, 295",19,   33: iload 8 |    35: iload 6 | >>>37: if_icmpge 113 |    40: iconst_1  |    41: iconst_5 ,   33: iload 8 |    35: iload 6 | >>>37: if_icmpge 110 |    40: iconst_1  |    41: iconst_5 
zombie/randomizedWorld/randomizedBuilding/RBBasic,generateSinkClutter,(Lzombie/iso/IsoDirections;Lzombie/iso/IsoObject;Lzombie/iso/IsoGridSquare;Ljava/util/HashMap;)V,STRUCTURAL,310,310,0,ORIG_EXTRA_INSN,"Original has extra: goto, 264, 289",19,   33: iload 8 |    35: iload 6 | >>>37: if_icmpge 113 |    40: iconst_1  |    41: iconst_5 ,   33: iload 8 |    35: iload 6 | >>>37: if_icmpge 110 |    40: iconst_1  |    41: iconst_5 
zombie/randomizedWorld/randomizedBuilding/RBBasic,addRandomDeadSurvivorStory,(Lzombie/iso/BuildingDef;)V,STRUCTURAL,43,42,-1,BRANCH_INV_RESTRUCTURED,1 inv + 11 other opcode diffs (block reorder),30,   67: iload_2  |    68: iload 4 | >>>70: if_icmpge 102 |    73: aload 5 |    75: aload_1 ,   67: iload_2  |    68: iload 4 | >>>70: if_icmplt 76 |    73: goto 28 |    76: aload 5
zombie/randomizedWorld/randomizedBuilding/RBTableStory,getItemFromSSI,(Lzombie/randomizedWorld/randomizedBuilding/RBTableStory$StorySpawnItem;)Ljava/lang/String;,STRUCTURAL,50,48,-2,ORIG_EXTRA_INSN,"Original has extra: goto, areturn, aconst_null",10,   17: aload_1  |    18: getfield #202 | >>>21: ifnull 114 |    24: aload_1  |    25: getfield #202,   17: aload_1  |    18: getfield #202 | >>>21: ifnull 113 |    24: aload_1  |    25: getfield #202
zombie/randomizedWorld/randomizedDeadSurvivor/RDSZombieLockedBathroom,randomizeDeadSurvivor,(Lzombie/iso/BuildingDef;)V,STRUCTURAL,152,151,-1,ORIG_EXTRA_INSN,"Original has extra: ifne, goto",8,   6: getfield #1 |    9: invokevirtual #7 | >>>12: if_icmpge 373 |    15: aload_1  |    16: getfield #1,   6: getfield #1 |    9: invokevirtual #7 | >>>12: if_icmpge 370 |    15: aload_1  |    16: getfield #1
zombie/randomizedWorld/randomizedVehicleStory/RVSAmbulanceCrash,spawnElement,(Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner;Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner$Element;)V,SORTED_MULTISET,112,111,-1,RECOMP_EXTRA_INSN,"Recomp has extra: astore, aload, 72",18,   30: getfield #110 |    33: astore 6 | >>>35: iconst_m1  |    36: istore 7 |    38: aload 6,   30: getfield #110 |    33: astore 6 | >>>35: aload 6 |    37: astore 7 |    39: iconst_m1 
zombie/randomizedWorld/randomizedVehicleStory/RVSBanditRoad,spawnElement,(Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner;Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner$Element;)V,STRUCTURAL,152,151,-1,RECOMP_EXTRA_INSN,"Recomp has extra: astore, aload, 96",18,   30: getfield #120 |    33: astore 6 | >>>35: iconst_m1  |    36: istore 7 |    38: aload 6,   30: getfield #120 |    33: astore 6 | >>>35: aload 6 |    37: astore 7 |    39: iconst_m1 
zombie/randomizedWorld/randomizedVehicleStory/RVSChangingTire,spawnElement,(Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner;Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner$Element;)V,STRUCTURAL,197,196,-1,RECOMP_EXTRA_INSN,"Recomp has extra: astore, aload, 160",18,   30: aload_2  |    31: getfield #105 | >>>34: getfield #121 |    37: aload_3  |    38: getfield #124,   30: aload_2  |    31: getfield #105 | >>>34: getfield #123 |    37: aload_3  |    38: getfield #126
zombie/randomizedWorld/randomizedVehicleStory/RVSCrashHorde,spawnElement,(Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner;Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner$Element;)V,STRUCTURAL,170,169,-1,RECOMP_EXTRA_INSN,"Recomp has extra: astore, aload, 72",22,   38: getfield #113 |    41: astore 7 | >>>43: iconst_m1  |    44: istore 8 |    46: aload 7,   38: getfield #113 |    41: astore 7 | >>>43: aload 7 |    45: astore 8 |    47: iconst_m1 
zombie/randomizedWorld/randomizedVehicleStory/RVSFlippedCrash,spawnElement,(Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner;Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner$Element;)V,STRUCTURAL,161,160,-1,RECOMP_EXTRA_INSN,"Recomp has extra: astore, aload, 72",22,   38: getfield #110 |    41: astore 7 | >>>43: iconst_m1  |    44: istore 8 |    46: aload 7,   38: getfield #110 |    41: astore 7 | >>>43: aload 7 |    45: astore 8 |    47: iconst_m1 
zombie/randomizedWorld/randomizedVehicleStory/RVSPoliceBlockadeShooting,spawnElement,(Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner;Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner$Element;)V,STRUCTURAL,298,297,-1,RECOMP_EXTRA_INSN,"Recomp has extra: astore, aload, 96",22,   38: getfield #150 |    41: astore 7 | >>>43: iconst_m1  |    44: istore 8 |    46: aload 7,   38: getfield #150 |    41: astore 7 | >>>43: aload 7 |    45: astore 8 |    47: iconst_m1 
zombie/randomizedWorld/randomizedVehicleStory/RVSTrailerCrash,spawnElement,(Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner;Lzombie/randomizedWorld/randomizedVehicleStory/VehicleStorySpawner$Element;)V,STRUCTURAL,146,145,-1,RECOMP_EXTRA_INSN,"Recomp has extra: astore, aload, 80",22,   38: getfield #122 |    41: astore 7 | >>>43: iconst_m1  |    44: istore 8 |    46: aload 7,   38: getfield #122 |    41: astore 7 | >>>43: aload 7 |    45: astore 8 |    47: iconst_m1 
zombie/randomizedWorld/randomizedZoneStory/RandomizedZoneStoryBase,isValidForStory,(Lzombie/iso/IsoMetaGrid$Zone;Z)Z,STRUCTURAL,54,52,-2,ORIG_EXTRA_INSN,"Original has extra: goto, ireturn, iconst_1",44,   81: getfield #58 |    84: invokevirtual #62 | >>>87: ifeq 98 |    90: aload_0  |    91: invokestatic #68,   81: getfield #58 |    84: invokevirtual #62 | >>>87: ifeq 97 |    90: aload_0  |    91: invokestatic #68
zombie/sandbox/CustomSandboxOptions,parse,(Ljava/lang/String;)V,STRUCTURAL,64,64,0,CONST_POOL_DIFF,2 constant pool refs differ,62,   133: ldc #200 |    135: iconst_1  | >>>136: anewarray #4 |    139: dup  |    140: iconst_0 ,   133: ldc #200 |    135: iconst_1  | >>>136: anewarray #2 |    139: dup  |    140: iconst_0 
zombie/savefile/PlayerDB,loadPlayer,(ILzombie/characters/IsoPlayer;)Z,FUZZY_COMPUTATION,56,56,0,RECOMP_EXTRA_INSN,"Recomp has extra: iconst_0, istore, iload",47,   84: aload 4 |    86: invokestatic #81 | >>>89: aload_0  |    90: aload_3  |    91: invokevirtual #162,   84: aload 4 |    86: invokestatic #81 | >>>89: iconst_0  |    90: istore 5 |    92: aload_0 
zombie/savefile/PlayerDB,loadLocalPlayerInfo,(I)Z,FUZZY_COMPUTATION,95,97,2,LARGE_STRUCTURAL_DIFF_+6,"Major structural diff=+6, similarity=91.1%",10,"   14: aload_2  |    15: invokeinterface #329,  2 | >>>20: ifeq 140 |    23: aload_2  |    24: getfield #332","   14: aload_2  |    15: invokeinterface #329,  2 | >>>20: ifne 32 |    23: iconst_0  |    24: istore_3 "
zombie/savefile/PlayerDB$PlayerData,setBytes,(Ljava/io/InputStream;)V,STRUCTURAL,28,28,0,ORIG_EXTRA_INSN,"Original has extra: goto, aload_2, aload_3",3,   3: dup  |    4: aload_0  | >>>5: getfield #22 |    8: iconst_1  |    9: invokespecial #151,   3: dup  |    4: aload_0  | >>>5: getfield #20 |    8: iconst_1  |    9: invokespecial #151
zombie/savefile/PlayerDB$SQLPlayerStore,isInDB,(I)Z,SORTED_MULTISET,35,31,-4,BLOCK_REORDER,"Likely block reorder (sim=97.8%), added={'goto': 1}, removed={'iconst_1': 2, 'if_icmpne': 1, 'iconst_0': 1, 'return': 2}",0,>>>0: ldc #149 |    2: astore_2  |    3: aload_0 ,>>>0: ldc #147 |    2: astore_2  |    3: aload_0 
zombie/savefile/PlayerDBHelper,isPlayerAlive,(Ljava/lang/String;I)Z,SORTED_MULTISET,114,114,0,BRANCH_INV_RESTRUCTURED,1 inv + 304 other opcode diffs (block reorder),64,"   129: aload 7 |    131: invokeinterface #151,  1 | >>>136: ifeq 184 |    139: aload 7 |    141: iconst_1 ","   129: aload 7 |    131: invokeinterface #151,  1 | >>>136: ifne 169 |    139: iconst_0  |    140: istore 8"
zombie/savefile/PlayerDBHelper,setPlayer1,(Ljava/lang/String;I)V,SORTED_MULTISET,246,246,0,ORIG_EXTRA_INSN,"Original has extra: return, ifne, return",6,   10: iload_1  |    11: iconst_1  | >>>12: if_icmpne 16 |    15: return  |    16: new #17,   10: iload_1  |    11: iconst_1  | >>>12: if_icmpne 18 |    15: goto 612 |    18: new #17
zombie/savefile/ServerPlayerDB,serverUpdateNetworkCharacterInt,(Lzombie/savefile/ServerPlayerDB$NetworkCharacterData;)V,SORTED_MULTISET,233,233,0,ORIG_EXTRA_INSN,"Original has extra: if_icmplt, return, goto",2,   0: aload_1  |    1: getfield #109 | >>>4: iflt 15 |    7: aload_1  |    8: getfield #109,   0: aload_1  |    1: getfield #109 | >>>4: iflt 609 |    7: aload_1  |    8: getfield #109
zombie/scripting/ScriptManager,LoadFile,(Ljava/lang/String;Z)V,SORTED_MULTISET,152,155,3,COUNT_DIFF_+3,"Instruction count diff=+3, goto diff=+3, return diff=-2",20,   48: ldc #166 |    50: invokevirtual #168 | >>>53: ifeq 102 |    56: aload_1  |    57: iconst_0 ,   48: ldc #166 |    50: invokevirtual #168 | >>>53: ifeq 104 |    56: aload_1  |    57: iconst_0 
zombie/scripting/ScriptManager,Load,()V,SORTED_MULTISET,252,253,1,BRANCH_INV_RESTRUCTURED,1 inv + 89 other opcode diffs (block reorder),157,"   356: aload 6 |    358: invokeinterface #444,  1 | >>>363: ifeq 461 |    366: aload 6 |    368: invokeinterface #449,  1","   356: aload 6 |    358: invokeinterface #444,  1 | >>>363: ifeq 464 |    366: aload 6 |    368: invokeinterface #449,  1"
zombie/scripting/ScriptParser,parseTokens,(Ljava/lang/String;)Ljava/util/ArrayList;,STRUCTURAL,82,82,0,ORIG_EXTRA_INSN,"Original has extra: goto, aload_0, invokevirtual",17,   21: invokevirtual #106 |    24: iconst_m1  | >>>25: if_icmpne 31 |    28: goto 116 |    31: aload_0 ,   21: invokevirtual #106 |    24: iconst_m1  | >>>25: if_icmpne 49 |    28: aload_0  |    29: invokevirtual #37
zombie/scripting/ScriptParser$Block,getBlock,(Ljava/lang/String;Ljava/lang/String;)Lzombie/scripting/ScriptParser$Block;,SORTED_MULTISET,29,34,5,COUNT_DIFF_+4,"Instruction count diff=+4, goto diff=+2, return diff=+0",4,"   4: invokevirtual #48 |    7: astore_3  | >>>8: aload_3  |    9: invokeinterface #52,  1 |    14: ifeq 78",   4: invokevirtual #48 |    7: astore_3  | >>>8: aconst_null  |    9: astore 4 |    11: aload_3 
zombie/scripting/ScriptParsingUtils,SplitExceptInbetween,(Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;Ljava/lang/String;)[Ljava/lang/String;,STRUCTURAL,216,214,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'iload': 1, 'istore': 1}",63,   102: ldc #54 |    104: astore_0  | >>>105: goto 323 |    108: iload 7 |    110: iload 5,   102: ldc #54 |    104: astore_0  | >>>105: goto 319 |    108: iload 7 |    110: iload 5
zombie/scripting/objects/EvolvedRecipe,addItem,(Lzombie/inventory/InventoryItem;Lzombie/inventory/InventoryItem;Lzombie/characters/IsoGameCharacter;)Lzombie/inventory/InventoryItem;,STRUCTURAL,716,718,2,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'ifne': 1, 'goto': 1, 'aload': 22, 'checkcast': 1}",7,   10: aload_1  |    11: invokevirtual #242 | >>>14: ifne 398 |    17: aload_1  |    18: instanceof #215,   10: aload_1  |    11: invokevirtual #242 | >>>14: ifne 420 |    17: aload_1  |    18: instanceof #215
zombie/scripting/objects/VehicleScript,Load,(Ljava/lang/String;Ljava/lang/String;)V,SORTED_MULTISET,1035,1033,-2,ORIG_EXTRA_INSN,"Original has extra: astore, aload, ifeq",36,"   73: aload 5 |    75: invokeinterface #272,  1 | >>>80: ifeq 2638 |    83: aload 5 |    85: invokeinterface #278,  1","   73: aload 5 |    75: invokeinterface #272,  1 | >>>80: ifeq 2637 |    83: aload 5 |    85: invokeinterface #278,  1"
zombie/text/templating/TemplateText,RandNext,(FF)F,STRUCTURAL,23,23,0,OPCODE_DIFF,10 opcode differences: #1 fstore_2->fload_1; #2 fload_0->fcmpl; #3 fload_1->ifne,1,   0: fload_0  | >>>1: fload_1  |    2: fcmpl  |    3: ifne 8,   0: fload_0  | >>>1: fstore_2  |    2: fload_0  |    3: fload_1 
zombie/text/templating/TemplateText,RandNext,(II)I,STRUCTURAL,20,20,0,OPCODE_DIFF,8 opcode differences: #1 istore_2->iload_1; #2 iload_0->if_icmpne; #3 iload_1->iload_0,1,   0: iload_0  | >>>1: iload_1  |    2: if_icmpne 7 |    5: iload_0 ,   0: iload_0  | >>>1: istore_2  |    2: iload_0  |    3: iload_1 
zombie/ui/MoodlesUI,update,()V,SORTED_MULTISET,253,255,2,COUNT_DIFF_+4,"Instruction count diff=+4, goto diff=+1, return diff=-1",4,   4: aload_0  |    5: getfield #207 | >>>8: ifnonnull 12 |    11: return  |    12: aload_0 ,   4: aload_0  |    5: getfield #207 | >>>8: ifnonnull 14 |    11: goto 446 |    14: aload_0 
zombie/ui/TextBox,Paginate,()V,STRUCTURAL,90,90,0,OPCODE_DIFF,13 opcode differences: #86 aload_0->aload; #87 getfield->astore; #88 aload->aload_0,19,   28: iload 5 |    30: iload 4 | >>>32: if_icmpge 200 |    35: aload_3  |    36: iload 5,   28: iload 5 |    30: iload 4 | >>>32: if_icmpge 202 |    35: aload_3  |    36: iload 5
zombie/ui/TextDrawObject,tryColorInt,(Ljava/lang/String;)I,SORTED_MULTISET,24,22,-2,ORIG_EXTRA_INSN,"Original has extra: goto, astore_2",19,   33: iload_2  |    34: ireturn  | >>>35: goto 41 |    38: astore_2  |    39: iconst_m1 ,   33: iload_2  |    34: ireturn  | >>>35: iconst_m1  |    36: ireturn  |    37: astore_2 
zombie/ui/UIDebugConsole,update,()V,STRUCTURAL,254,255,1,BRANCH_INV_RESTRUCTURED,1 inv + 147 other opcode diffs (block reorder),3,   1: invokevirtual #217 |    4: invokevirtual #221 | >>>7: ifne 11 |    10: return  |    11: aload_0 ,   1: invokevirtual #217 |    4: invokevirtual #221 | >>>7: ifeq 568 |    10: aload_0  |    11: invokevirtual #252
zombie/ui/UIDebugConsole,ProcessCommand,()V,STRUCTURAL,103,102,-1,BRANCH_INV_RESTRUCTURED,1 inv + 97 other opcode diffs (block reorder),3,   1: getfield #157 |    4: getfield #381 | >>>7: ifnull 225 |    10: aload_0  |    11: getfield #157,   1: getfield #157 |    4: getfield #381 | >>>7: ifnonnull 13 |    10: goto 229 |    13: aload_0 
zombie/ui/UIManager,update,()V,SORTED_MULTISET,1092,1090,-2,BLOCK_REORDER,"Likely block reorder (sim=99.2%), added={'ifne': 1, 'ifeq': 3}, removed={'return': 1, 'iconst_1': 4, 'if_icmpne': 4}",0,>>>0: getstatic #379 |    3: ifeq 7 |    6: return ,>>>0: getstatic #377 |    3: ifne 2677 |    6: getstatic #7
zombie/ui/UITextBox2,Paginate,()V,STRUCTURAL,210,210,0,OPCODE_DIFF,25 opcode differences: #189 aload_0->aload; #190 getfield->astore; #191 aload->aload_0,54,   104: aload_0  |    105: getfield #82 | >>>108: ifne 133 |    111: aload_0  |    112: getfield #10,   104: aload_0  |    105: getfield #82 | >>>108: ifne 135 |    111: aload_0  |    112: getfield #10
zombie/ui/UITextBox2,onMouseDown,(DD)Ljava/lang/Boolean;,SORTED_MULTISET,201,200,-1,ORIG_EXTRA_INSN,"Original has extra: goto, getstatic, areturn",136,   281: aload_0  |    282: getfield #76 | >>>285: ifeq 412 |    288: getstatic #196 |    291: aload_0 ,   281: aload_0  |    282: getfield #76 | >>>285: ifeq 413 |    288: getstatic #196 |    291: aload_0 
zombie/util/AddCoopPlayer,update,()V,STRUCTURAL,419,416,-3,COUNT_DIFF_-4,"Instruction count diff=-4, goto diff=-3, return diff=+0",7,   11: tableswitch { |    1: 56  | >>>2: 170  |    3: 173  |    4: 503 ,   11: tableswitch { |    1: 56  | >>>2: 167  |    3: 167  |    4: 167 
zombie/util/AddCoopPlayer$1,<clinit>,()V,SORTED_MULTISET,59,59,0,IDENTICAL,Instructions appear identical,61,   131: astore_0  |    132: return ,   131: astore_0  |    132: return 
zombie/util/PZXmlUtil,resolve,(Lorg/w3c/dom/Element;Lorg/w3c/dom/Element;Lorg/w3c/dom/Document;)Lorg/w3c/dom/Element;,SORTED_MULTISET,282,281,-1,ORIG_EXTRA_2,"Original has 2 extra insns: {'astore_3': 1, 'aload_3': 1, 'iinc': 1}",2,   0: aload_0  |    1: invokestatic #137 | >>>4: ifeq 21 |    7: aload_2  |    8: aload_0 ,   0: aload_0  |    1: invokestatic #137 | >>>4: ifeq 19 |    7: aload_2  |    8: aload_0 
zombie/util/list/PZArrayUtil,contains,(Ljava/util/Collection;Ljava/util/function/Predicate;)Z,STRUCTURAL,37,33,-4,BRANCH_INV_RESTRUCTURED,2 inv + 6 other opcode diffs (block reorder),22,"   43: aload 4 |    45: invokeinterface #88,  2 | >>>50: ifeq 58 |    53: iconst_1  |    54: istore_2 ","   43: aload 4 |    45: invokeinterface #88,  2 | >>>50: ifne 56 |    53: goto 25 |    56: iconst_1 "
zombie/util/list/PZArrayUtil,contains,(Ljava/lang/Iterable;Ljava/util/function/Predicate;)Z,STRUCTURAL,42,38,-4,BRANCH_INV_RESTRUCTURED,1 inv + 3 other opcode diffs (block reorder),27,"   52: aload 4 |    54: invokeinterface #88,  2 | >>>59: ifeq 67 |    62: iconst_1  |    63: istore_2 ","   52: aload 4 |    54: invokeinterface #88,  2 | >>>59: ifne 65 |    62: goto 34 |    65: iconst_1 "
zombie/util/list/PrimitiveFloatList,forEach,(Ljava/util/function/Consumer;)V,SORTED_MULTISET,7,6,-1,COUNT_DIFF_-3,"Instruction count diff=-3, goto diff=+0, return diff=+0",0,>>>0: aload_1  |    1: invokestatic #7 |    4: pop ,>>>0: aload_0  |    1: aload_1  |    2: dup 
